gene_id	transcript_id	biotype
ENSMUSG00000003190	ENSMUST00000003290	protein_coding
ENSMUSG00000003226	ENSMUST00000003310	protein_coding
ENSMUSG00000003227	ENSMUST00000003312	protein_coding
ENSMUSG00000003228	ENSMUST00000003313	protein_coding
ENSMUSG00000003233	ENSMUST00000003318	protein_coding
ENSMUSG00000003234	ENSMUST00000003319	protein_coding
ENSMUSG00000003235	ENSMUST00000003320	protein_coding
ENSMUSG00000021314	ENSMUST00000003345	protein_coding
ENSMUSG00000020734	ENSMUST00000003351	protein_coding
ENSMUSG00000003273	ENSMUST00000003360	protein_coding
ENSMUSG00000003282	ENSMUST00000003369	protein_coding
ENSMUSG00000003283	ENSMUST00000003370	protein_coding
ENSMUSG00000003299	ENSMUST00000003386	protein_coding
ENSMUSG00000032177	ENSMUST00000003395	protein_coding
ENSMUSG00000003309	ENSMUST00000003397	protein_coding
ENSMUSG00000003316	ENSMUST00000003404	protein_coding
ENSMUSG00000061126	ENSMUST00000003413	protein_coding
ENSMUSG00000048440	ENSMUST00000003416	protein_coding
ENSMUSG00000020190	ENSMUST00000003433	protein_coding
ENSMUSG00000003346	ENSMUST00000003436	protein_coding
ENSMUSG00000003348	ENSMUST00000003438	protein_coding
ENSMUSG00000003352	ENSMUST00000003442	protein_coding
ENSMUSG00000003354	ENSMUST00000003444	protein_coding
ENSMUSG00000003355	ENSMUST00000003445	protein_coding
ENSMUSG00000003360	ENSMUST00000003450	protein_coding
ENSMUSG00000054855	ENSMUST00000003451	protein_coding
ENSMUSG00000020437	ENSMUST00000003459	protein_coding
ENSMUSG00000020456	ENSMUST00000003461	protein_coding
ENSMUSG00000003378	ENSMUST00000003468	protein_coding
ENSMUSG00000003379	ENSMUST00000003469	protein_coding
ENSMUSG00000003402	ENSMUST00000003493	protein_coding
ENSMUSG00000003410	ENSMUST00000003501	protein_coding
ENSMUSG00000003411	ENSMUST00000003502	protein_coding
ENSMUSG00000003418	ENSMUST00000003509	protein_coding
ENSMUSG00000003420	ENSMUST00000003512	protein_coding
ENSMUSG00000003421	ENSMUST00000003513	protein_coding
ENSMUSG00000003429	ENSMUST00000003521	protein_coding
ENSMUSG00000003435	ENSMUST00000003527	protein_coding
ENSMUSG00000003437	ENSMUST00000003529	protein_coding
ENSMUSG00000003444	ENSMUST00000003536	protein_coding
ENSMUSG00000003452	ENSMUST00000003544	protein_coding
ENSMUSG00000003458	ENSMUST00000003550	protein_coding
ENSMUSG00000007122	ENSMUST00000003554	protein_coding
ENSMUSG00000003469	ENSMUST00000003561	protein_coding
ENSMUSG00000003476	ENSMUST00000003568	protein_coding
ENSMUSG00000003477	ENSMUST00000003569	protein_coding
ENSMUSG00000029777	ENSMUST00000003572	protein_coding
ENSMUSG00000003484	ENSMUST00000003574	protein_coding
ENSMUSG00000031799	ENSMUST00000003575	protein_coding
ENSMUSG00000003505	ENSMUST00000003597	protein_coding
ENSMUSG00000103088	ENSMUST00000003599	protein_coding
ENSMUSG00000003518	ENSMUST00000003612	protein_coding
ENSMUSG00000003526	ENSMUST00000003620	protein_coding
ENSMUSG00000003527	ENSMUST00000003621	protein_coding
ENSMUSG00000003528	ENSMUST00000003622	protein_coding
ENSMUSG00000003534	ENSMUST00000003628	protein_coding
ENSMUSG00000003541	ENSMUST00000003635	protein_coding
ENSMUSG00000003545	ENSMUST00000003640	protein_coding
ENSMUSG00000003546	ENSMUST00000003642	protein_coding
ENSMUSG00000030399	ENSMUST00000003643	protein_coding
ENSMUSG00000003549	ENSMUST00000003645	protein_coding
ENSMUSG00000003559	ENSMUST00000003655	protein_coding
ENSMUSG00000031849	ENSMUST00000003659	protein_coding
ENSMUSG00000003573	ENSMUST00000003669	protein_coding
ENSMUSG00000003581	ENSMUST00000003677	protein_coding
ENSMUSG00000003585	ENSMUST00000003681	protein_coding
ENSMUSG00000021253	ENSMUST00000003687	protein_coding
ENSMUSG00000003604	ENSMUST00000003705	protein_coding
ENSMUSG00000057230	ENSMUST00000003710	protein_coding
ENSMUSG00000003617	ENSMUST00000003714	protein_coding
ENSMUSG00000042476	ENSMUST00000003717	protein_coding
ENSMUSG00000003623	ENSMUST00000003720	protein_coding
ENSMUSG00000024002	ENSMUST00000003726	protein_coding
ENSMUSG00000003644	ENSMUST00000003741	protein_coding
ENSMUSG00000003657	ENSMUST00000003754	protein_coding
ENSMUSG00000003662	ENSMUST00000003759	protein_coding
ENSMUSG00000003665	ENSMUST00000003762	protein_coding
ENSMUSG00000003680	ENSMUST00000003777	protein_coding
ENSMUSG00000038508	ENSMUST00000003808	protein_coding
ENSMUSG00000003721	ENSMUST00000003818	protein_coding
ENSMUSG00000032269	ENSMUST00000003826	protein_coding
ENSMUSG00000003731	ENSMUST00000003828	protein_coding
ENSMUSG00000003746	ENSMUST00000003843	protein_coding
ENSMUSG00000003752	ENSMUST00000003850	protein_coding
ENSMUSG00000089832	ENSMUST00000003857	protein_coding
ENSMUSG00000003762	ENSMUST00000003860	protein_coding
ENSMUSG00000025025	ENSMUST00000003870	protein_coding
ENSMUSG00000003778	ENSMUST00000003876	protein_coding
ENSMUSG00000022842	ENSMUST00000003898	protein_coding
ENSMUSG00000003808	ENSMUST00000003906	protein_coding
ENSMUSG00000003809	ENSMUST00000003907	protein_coding
ENSMUSG00000003810	ENSMUST00000003908	protein_coding
ENSMUSG00000003812	ENSMUST00000003910	protein_coding
ENSMUSG00000003813	ENSMUST00000003911	protein_coding
ENSMUSG00000003814	ENSMUST00000003912	protein_coding
ENSMUSG00000003824	ENSMUST00000003922	nonsense_mediated_decay
ENSMUSG00000003848	ENSMUST00000003946	protein_coding
ENSMUSG00000003849	ENSMUST00000003947	protein_coding
ENSMUSG00000003863	ENSMUST00000003961	protein_coding
ENSMUSG00000003865	ENSMUST00000003964	protein_coding
ENSMUSG00000003872	ENSMUST00000003971	protein_coding
ENSMUSG00000003882	ENSMUST00000003981	protein_coding
ENSMUSG00000003934	ENSMUST00000004036	protein_coding
ENSMUSG00000003948	ENSMUST00000004050	protein_coding
ENSMUSG00000003949	ENSMUST00000004051	protein_coding
ENSMUSG00000022905	ENSMUST00000004054	protein_coding
ENSMUSG00000042156	ENSMUST00000004055	protein_coding
ENSMUSG00000003955	ENSMUST00000004057	protein_coding
ENSMUSG00000003970	ENSMUST00000004072	protein_coding
ENSMUSG00000003974	ENSMUST00000004076	protein_coding
ENSMUSG00000003992	ENSMUST00000004094	protein_coding
ENSMUSG00000029705	ENSMUST00000004097	protein_coding
ENSMUSG00000004018	ENSMUST00000004120	protein_coding
ENSMUSG00000004031	ENSMUST00000004133	protein_coding
ENSMUSG00000004032	ENSMUST00000004134	protein_coding
ENSMUSG00000004038	ENSMUST00000004136	protein_coding
ENSMUSG00000004035	ENSMUST00000004137	protein_coding
ENSMUSG00000058135	ENSMUST00000004140	protein_coding
ENSMUSG00000020919	ENSMUST00000004143	protein_coding
ENSMUSG00000004043	ENSMUST00000004145	protein_coding
ENSMUSG00000004054	ENSMUST00000004156	protein_coding
ENSMUSG00000004070	ENSMUST00000004172	protein_coding
ENSMUSG00000004071	ENSMUST00000004173	protein_coding
ENSMUSG00000004096	ENSMUST00000004200	protein_coding
ENSMUSG00000004098	ENSMUST00000004201	protein_coding
ENSMUSG00000004099	ENSMUST00000004202	protein_coding
ENSMUSG00000004100	ENSMUST00000004203	protein_coding
ENSMUSG00000070319	ENSMUST00000004206	protein_coding
ENSMUSG00000004105	ENSMUST00000004208	protein_coding
ENSMUSG00000004110	ENSMUST00000004214	protein_coding
ENSMUSG00000022702	ENSMUST00000004222	protein_coding
ENSMUSG00000074207	ENSMUST00000004232	protein_coding
ENSMUSG00000028630	ENSMUST00000004281	protein_coding
ENSMUSG00000004187	ENSMUST00000004294	protein_coding
ENSMUSG00000004207	ENSMUST00000004316	protein_coding
ENSMUSG00000031398	ENSMUST00000004326	protein_coding
ENSMUSG00000031400	ENSMUST00000004327	protein_coding
ENSMUSG00000004221	ENSMUST00000004330	protein_coding
ENSMUSG00000004231	ENSMUST00000004340	protein_coding
ENSMUSG00000004233	ENSMUST00000004343	protein_coding
ENSMUSG00000004264	ENSMUST00000004375	protein_coding
ENSMUSG00000004266	ENSMUST00000004377	protein_coding
ENSMUSG00000004267	ENSMUST00000004378	protein_coding
ENSMUSG00000004268	ENSMUST00000004379	protein_coding
ENSMUSG00000004270	ENSMUST00000004381	protein_coding
ENSMUSG00000072772	ENSMUST00000004389	protein_coding
ENSMUSG00000029771	ENSMUST00000004392	protein_coding
ENSMUSG00000004285	ENSMUST00000004396	protein_coding
ENSMUSG00000004317	ENSMUST00000004428	protein_coding
ENSMUSG00000004319	ENSMUST00000004430	protein_coding
ENSMUSG00000004341	ENSMUST00000004453	protein_coding
ENSMUSG00000004356	ENSMUST00000004470	protein_coding
ENSMUSG00000004359	ENSMUST00000004473	protein_coding
ENSMUSG00000004366	ENSMUST00000004480	protein_coding
ENSMUSG00000031622	ENSMUST00000004494	protein_coding
ENSMUSG00000004383	ENSMUST00000004497	protein_coding
ENSMUSG00000020447	ENSMUST00000004505	protein_coding
ENSMUSG00000004393	ENSMUST00000004507	protein_coding
ENSMUSG00000004394	ENSMUST00000004508	protein_coding
ENSMUSG00000012848	ENSMUST00000004554	protein_coding
ENSMUSG00000004446	ENSMUST00000004560	protein_coding
ENSMUSG00000004451	ENSMUST00000004565	protein_coding
ENSMUSG00000004460	ENSMUST00000004574	protein_coding
ENSMUSG00000004462	ENSMUST00000004576	protein_coding
ENSMUSG00000004473	ENSMUST00000004587	protein_coding
ENSMUSG00000058638	ENSMUST00000004614	protein_coding
ENSMUSG00000004508	ENSMUST00000004622	protein_coding
ENSMUSG00000020142	ENSMUST00000004634	protein_coding
ENSMUSG00000004530	ENSMUST00000004646	protein_coding
ENSMUSG00000004540	ENSMUST00000004655	protein_coding
ENSMUSG00000004542	ENSMUST00000004657	protein_coding
ENSMUSG00000004558	ENSMUST00000004673	protein_coding
ENSMUSG00000004565	ENSMUST00000004681	protein_coding
ENSMUSG00000004567	ENSMUST00000004683	protein_coding
ENSMUSG00000004568	ENSMUST00000004684	protein_coding
ENSMUSG00000069633	ENSMUST00000004686	protein_coding
ENSMUSG00000061778	ENSMUST00000004715	protein_coding
ENSMUSG00000004609	ENSMUST00000004728	protein_coding
ENSMUSG00000004610	ENSMUST00000004729	protein_coding
ENSMUSG00000118560	ENSMUST00000004732	protein_coding
ENSMUSG00000004626	ENSMUST00000004745	protein_coding
ENSMUSG00000004630	ENSMUST00000004749	protein_coding
ENSMUSG00000004631	ENSMUST00000004750	protein_coding
ENSMUSG00000004637	ENSMUST00000004756	protein_coding
ENSMUSG00000058440	ENSMUST00000004761	protein_coding
ENSMUSG00000004651	ENSMUST00000004770	protein_coding
ENSMUSG00000004655	ENSMUST00000004774	protein_coding
ENSMUSG00000004661	ENSMUST00000004780	protein_coding
ENSMUSG00000004665	ENSMUST00000004784	protein_coding
ENSMUSG00000004667	ENSMUST00000004786	protein_coding
ENSMUSG00000004707	ENSMUST00000004827	protein_coding
ENSMUSG00000004709	ENSMUST00000004829	protein_coding
ENSMUSG00000004730	ENSMUST00000004850	protein_coding
ENSMUSG00000004748	ENSMUST00000004868	protein_coding
ENSMUSG00000004771	ENSMUST00000004892	protein_coding
ENSMUSG00000004788	ENSMUST00000004910	protein_coding
ENSMUSG00000004791	ENSMUST00000004913	protein_coding
ENSMUSG00000004798	ENSMUST00000004920	protein_coding
ENSMUSG00000004814	ENSMUST00000004936	protein_coding
ENSMUSG00000004821	ENSMUST00000004943	protein_coding
ENSMUSG00000027164	ENSMUST00000004949	protein_coding
ENSMUSG00000020528	ENSMUST00000004955	protein_coding
ENSMUSG00000004837	ENSMUST00000004959	protein_coding
ENSMUSG00000004842	ENSMUST00000004964	protein_coding
ENSMUSG00000004843	ENSMUST00000004965	protein_coding
ENSMUSG00000004846	ENSMUST00000004968	protein_coding
ENSMUSG00000063952	ENSMUST00000004985	protein_coding
ENSMUSG00000004864	ENSMUST00000004986	protein_coding
ENSMUSG00000004865	ENSMUST00000004987	nonsense_mediated_decay
ENSMUSG00000053436	ENSMUST00000004990	protein_coding
ENSMUSG00000004872	ENSMUST00000004994	protein_coding
ENSMUSG00000004880	ENSMUST00000005003	protein_coding
ENSMUSG00000004894	ENSMUST00000005014	protein_coding
ENSMUSG00000004895	ENSMUST00000005015	protein_coding
ENSMUSG00000004896	ENSMUST00000005016	protein_coding
ENSMUSG00000004897	ENSMUST00000005017	protein_coding
ENSMUSG00000004885	ENSMUST00000005019	protein_coding
ENSMUSG00000030435	ENSMUST00000005041	protein_coding
ENSMUSG00000063229	ENSMUST00000005051	protein_coding
ENSMUSG00000004945	ENSMUST00000005053	protein_coding
ENSMUSG00000004929	ENSMUST00000005057	protein_coding
ENSMUSG00000004934	ENSMUST00000005064	protein_coding
ENSMUSG00000004936	ENSMUST00000005066	protein_coding
ENSMUSG00000004937	ENSMUST00000005067	protein_coding
ENSMUSG00000004939	ENSMUST00000005069	protein_coding
ENSMUSG00000004947	ENSMUST00000005072	protein_coding
ENSMUSG00000004948	ENSMUST00000005073	protein_coding
ENSMUSG00000004951	ENSMUST00000005077	protein_coding
ENSMUSG00000029832	ENSMUST00000005103	protein_coding
ENSMUSG00000030180	ENSMUST00000005108	protein_coding
ENSMUSG00000004988	ENSMUST00000005114	protein_coding
ENSMUSG00000004994	ENSMUST00000005120	protein_coding
ENSMUSG00000004996	ENSMUST00000005122	nonsense_mediated_decay
ENSMUSG00000005034	ENSMUST00000005164	protein_coding
ENSMUSG00000005043	ENSMUST00000005173	protein_coding
ENSMUSG00000005045	ENSMUST00000005175	protein_coding
ENSMUSG00000005054	ENSMUST00000005185	protein_coding
ENSMUSG00000005057	ENSMUST00000005188	protein_coding
ENSMUSG00000005087	ENSMUST00000005218	protein_coding
ENSMUSG00000005089	ENSMUST00000005220	protein_coding
ENSMUSG00000005102	ENSMUST00000005233	protein_coding
ENSMUSG00000005103	ENSMUST00000005234	protein_coding
ENSMUSG00000005107	ENSMUST00000005238	protein_coding
ENSMUSG00000005124	ENSMUST00000005255	protein_coding
ENSMUSG00000005125	ENSMUST00000005256	protein_coding
ENSMUSG00000005131	ENSMUST00000005262	protein_coding
ENSMUSG00000005148	ENSMUST00000005279	protein_coding
ENSMUSG00000005161	ENSMUST00000005292	protein_coding
ENSMUSG00000005202	ENSMUST00000005334	protein_coding
ENSMUSG00000005204	ENSMUST00000005336	protein_coding
ENSMUSG00000005220	ENSMUST00000005352	protein_coding
ENSMUSG00000005232	ENSMUST00000005364	protein_coding
ENSMUSG00000005233	ENSMUST00000005365	protein_coding
ENSMUSG00000059552	ENSMUST00000005371	protein_coding
ENSMUSG00000005262	ENSMUST00000005394	protein_coding
ENSMUSG00000005267	ENSMUST00000005399	protein_coding
ENSMUSG00000005268	ENSMUST00000005400	retained_intron
ENSMUSG00000022892	ENSMUST00000005406	protein_coding
ENSMUSG00000052675	ENSMUST00000005413	protein_coding
ENSMUSG00000005299	ENSMUST00000005431	protein_coding
ENSMUSG00000005320	ENSMUST00000005452	protein_coding
ENSMUSG00000005338	ENSMUST00000005470	protein_coding
ENSMUSG00000030483	ENSMUST00000005477	protein_coding
ENSMUSG00000005354	ENSMUST00000005487	protein_coding
ENSMUSG00000005355	ENSMUST00000005488	protein_coding
ENSMUSG00000005357	ENSMUST00000005490	protein_coding
ENSMUSG00000005360	ENSMUST00000005493	protein_coding
ENSMUSG00000005370	ENSMUST00000005503	protein_coding
ENSMUSG00000005371	ENSMUST00000005504	protein_coding
ENSMUSG00000005373	ENSMUST00000005507	protein_coding
ENSMUSG00000005374	ENSMUST00000005508	nonsense_mediated_decay
ENSMUSG00000007207	ENSMUST00000005509	protein_coding
ENSMUSG00000045098	ENSMUST00000005518	protein_coding
ENSMUSG00000005397	ENSMUST00000005532	protein_coding
ENSMUSG00000005413	ENSMUST00000005548	protein_coding
ENSMUSG00000005442	ENSMUST00000005578	protein_coding
ENSMUSG00000005447	ENSMUST00000005583	protein_coding
ENSMUSG00000030468	ENSMUST00000005592	protein_coding
ENSMUSG00000056592	ENSMUST00000005597	protein_coding
ENSMUSG00000031706	ENSMUST00000005600	protein_coding
ENSMUSG00000005465	ENSMUST00000005601	protein_coding
ENSMUSG00000005469	ENSMUST00000005606	protein_coding
ENSMUSG00000005470	ENSMUST00000005607	protein_coding
ENSMUSG00000005474	ENSMUST00000005611	protein_coding
ENSMUSG00000057672	ENSMUST00000005616	protein_coding
ENSMUSG00000005483	ENSMUST00000005620	protein_coding
ENSMUSG00000005493	ENSMUST00000005630	protein_coding
ENSMUSG00000005506	ENSMUST00000005643	protein_coding
ENSMUSG00000005510	ENSMUST00000005647	protein_coding
ENSMUSG00000005514	ENSMUST00000005651	protein_coding
ENSMUSG00000040583	ENSMUST00000005669	protein_coding
ENSMUSG00000005533	ENSMUST00000005671	protein_coding
ENSMUSG00000005540	ENSMUST00000005678	protein_coding
ENSMUSG00000005547	ENSMUST00000005685	protein_coding
ENSMUSG00000005553	ENSMUST00000005692	protein_coding
ENSMUSG00000005566	ENSMUST00000005705	protein_coding
ENSMUSG00000033916	ENSMUST00000005711	protein_coding
ENSMUSG00000005575	ENSMUST00000005714	protein_coding
ENSMUSG00000005580	ENSMUST00000005719	protein_coding
ENSMUSG00000005583	ENSMUST00000005722	protein_coding
ENSMUSG00000005609	ENSMUST00000005749	protein_coding
ENSMUSG00000005611	ENSMUST00000005751	protein_coding
ENSMUSG00000028126	ENSMUST00000005768	protein_coding
ENSMUSG00000005628	ENSMUST00000005769	protein_coding
ENSMUSG00000005649	ENSMUST00000005791	protein_coding
ENSMUSG00000005656	ENSMUST00000005798	protein_coding
ENSMUSG00000005667	ENSMUST00000005810	protein_coding
ENSMUSG00000005672	ENSMUST00000005815	protein_coding
ENSMUSG00000005674	ENSMUST00000005817	protein_coding
ENSMUSG00000005677	ENSMUST00000005820	protein_coding
ENSMUSG00000005681	ENSMUST00000005824	protein_coding
ENSMUSG00000005682	ENSMUST00000005825	protein_coding
ENSMUSG00000005683	ENSMUST00000005826	protein_coding
ENSMUSG00000005686	ENSMUST00000005829	protein_coding
ENSMUSG00000005687	ENSMUST00000005830	protein_coding
ENSMUSG00000005696	ENSMUST00000005839	protein_coding
ENSMUSG00000005698	ENSMUST00000005841	protein_coding
ENSMUSG00000005705	ENSMUST00000005849	protein_coding
ENSMUSG00000005716	ENSMUST00000005860	protein_coding
ENSMUSG00000005718	ENSMUST00000005862	protein_coding
ENSMUSG00000034116	ENSMUST00000005889	protein_coding
ENSMUSG00000047884	ENSMUST00000005891	protein_coding
ENSMUSG00000005763	ENSMUST00000005907	protein_coding
ENSMUSG00000005779	ENSMUST00000005923	protein_coding
ENSMUSG00000038968	ENSMUST00000005933	protein_coding
ENSMUSG00000049723	ENSMUST00000005950	protein_coding
ENSMUSG00000005802	ENSMUST00000005952	protein_coding
ENSMUSG00000005803	ENSMUST00000005953	protein_coding
ENSMUSG00000005804	ENSMUST00000005954	protein_coding
ENSMUSG00000028138	ENSMUST00000005964	protein_coding
ENSMUSG00000005823	ENSMUST00000005975	protein_coding
ENSMUSG00000005824	ENSMUST00000005976	protein_coding
ENSMUSG00000032492	ENSMUST00000006005	protein_coding
ENSMUSG00000005864	ENSMUST00000006020	protein_coding
ENSMUSG00000005873	ENSMUST00000006027	protein_coding
ENSMUSG00000078954	ENSMUST00000006029	protein_coding
ENSMUSG00000005881	ENSMUST00000006035	protein_coding
ENSMUSG00000005882	ENSMUST00000006036	protein_coding
ENSMUSG00000005886	ENSMUST00000006037	protein_coding
ENSMUSG00000005892	ENSMUST00000006046	protein_coding
ENSMUSG00000005899	ENSMUST00000006053	protein_coding
ENSMUSG00000005907	ENSMUST00000006061	protein_coding
ENSMUSG00000005917	ENSMUST00000006071	protein_coding
ENSMUSG00000022445	ENSMUST00000006094	protein_coding
ENSMUSG00000005947	ENSMUST00000006101	protein_coding
ENSMUSG00000005949	ENSMUST00000006103	protein_coding
ENSMUSG00000005950	ENSMUST00000006104	protein_coding
ENSMUSG00000005951	ENSMUST00000006105	protein_coding
ENSMUSG00000005952	ENSMUST00000006106	protein_coding
ENSMUSG00000005958	ENSMUST00000006112	protein_coding
ENSMUSG00000005968	ENSMUST00000006123	protein_coding
ENSMUSG00000005973	ENSMUST00000006128	protein_coding
ENSMUSG00000005980	ENSMUST00000006136	protein_coding
ENSMUSG00000005981	ENSMUST00000006137	protein_coding
ENSMUSG00000005983	ENSMUST00000006139	nonsense_mediated_decay
ENSMUSG00000005994	ENSMUST00000006151	protein_coding
ENSMUSG00000006010	ENSMUST00000006167	protein_coding
ENSMUSG00000006014	ENSMUST00000006171	protein_coding
ENSMUSG00000006021	ENSMUST00000006178	protein_coding
ENSMUSG00000006024	ENSMUST00000006181	protein_coding
ENSMUSG00000024483	ENSMUST00000006205	nonsense_mediated_decay
ENSMUSG00000006050	ENSMUST00000006209	protein_coding
ENSMUSG00000006058	ENSMUST00000006217	protein_coding
ENSMUSG00000020128	ENSMUST00000006221	protein_coding
ENSMUSG00000021939	ENSMUST00000006235	protein_coding
ENSMUSG00000006095	ENSMUST00000006254	protein_coding
ENSMUSG00000006127	ENSMUST00000006286	protein_coding
